node,importance
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0.17690559708241937
0x34a17418cec67b82d08cf77a987941f99dc87c6b,0.10588282679441338
0xa160cdab225685da1d56aa342ad8841c3b53f291,0.17617045970442796
0x2b5634c42055806a59e9107ed44d43c426e58258,0.08838748443006739
0x689c56aef474df92d44a1b70850f808488f9769c,0.025685637455319838
0x23156749a0acefc8f07b9954d181d50084c1519e,0.0018131418254712832
0x54459d826a727393134c929ad1f4bc1e16f6f021,0.001249601418312357
0xbe5e1ba665d397d5304f0f546cead0a1e44f242d,0.001111057550106709
0x1a98fcebebfea4ffbd0d5bf5e4650d71344f52ab,0.0013199450183576146
0xf519e276958c3ef2dffd9b6b2d87d26859526505,0.0010149341228449771
0x978aad63fe35f7a72573c411c3dff53608aaeac9,0.0011553771536580667
0x905b63fff465b9ffbf41dea908ceb12478ec7601,0.0033501499070661416
0x443e285a20e5f1df69e9db8bca8402c176524eb6,0.0006448877112191228
0x0554a200988cf265b3aa35436a903d51fac47112,0.0006359719192107919
0x269d3096e5334621f5e670a72d326b439eb630ca,0.0005958277829759697
0x64468dba51b7872c22c999919d590dbdfecef8f8,0.0005481260624934565
0xe2183c61a6597a1078e1f4f9f9cc75bcf6b8bd78,0.000535749451782598
0x64e6fdd639e1811272fd5b0bc051580e84bf93bc,0.0005277684837141711
0xacd79a844762727fca3bfc4bd3253168c2b4f3c2,0.0010121539866660388
0x3781e57863f00a2ebf77a8a7e47987c46474c9c9,0.000490925376068361
0x9b4c75ce8d7006620df39e8757ade75d6434a6fe,0.000489470397721844
0x226d13cad8e4ae30285fa7cc131d9ad2923a5b1a,0.0006435508186687003
0xf8fd33c4e992aac4d31cd830b70e82ec3e95dd35,0.0006418328088449083
0x0ecc6571ed4d892ae204705323d09a9443b7bb88,0.0004475813555045899
0xa1b38945846e1869b66ec19c196ba28506743dc0,0.00043729419506854077
0x6c56e970f52a3e2d32b5762dbca4cc3a129defb0,0.00042965764324309687
0x820a7a97dd146fd97f79881afdf4767624973368,0.0003930379010524942
0x13a86fe868966f1a5dae45421253b2817ca2ca24,0.0003899866316428081
0x5ccaa831953f32d59856ad579d54c69f19b8f0f3,0.00038964702157913373
0x68ca2041121fc2b510f0981c765b99dad5db7281,0.00036191595488199014
0x0464f791c1c795f4287fa321c304629010193caf,0.0003597491722936127
0xb837b82d7bd9e4d5feefcc13bb9d72b257b87ee9,0.0003527825220158367
0xa92ad08fbe578c7cf3824babde5e29d1dae52e43,0.00034197704124959324
0x9e54b603d48b27b2c9f22903b22cdd9294561c9b,0.0003207304923090074
0xc6467e1bd61df454335284eea717e23de5ffcd5d,0.0003218194455947514
0xaa2ded0fe3f60cf1337f9b0f2892480d99ba9da5,0.0003123168082463062
0x88f03b05fa4f5532f611845ff9cb0b1d5e3f5ead,0.00030952824001984075
0xafd8b163efc6cafb25d115e5cd61ceb38522de97,0.00030281329046181045
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0.0007857508973819093
0x80d87f36fe9ac8776c70832bf6bb70332c0c8509,0.0003033817031787409
0x33795f7949a243952e7619108007c944b7376952,0.00029841943418271546
0xcdd8a2f34ac316fbeaf24da4572e9101eaa28f2e,0.0004498031266153703
0x15360ac6dea7ba1e1696ee4e672564db352e205e,0.00028147139234233195
0x081965e7334da86654f20c34c51ed0e19d1123a0,0.00028141636505169736
0x261985b27a12272ad96b21885fe89a1538cbe91c,0.00027758311099017227
0x2dd817208699250ee630d3bbf46c138d41f18c8f,0.0002763367253839805
0x57757e3d981446d585af0d9ae4d7df6d64647806,0.00027141737463767183
0xe61fa68c7e6658cffd6e082ec712d26ae1222737,0.00027052409281080273
0xaa7319377b75efbcf6b3928397a3e4518f79a976,0.00027031589475671005
0xc26d54afe6811691bdc2676bf40c1c9e101473ef,0.0002652956491011537
0x0c71816ac20b24a6054c6c5954ce40afd08a84cb,0.00026567660161925524
0xb631651cb570ba0c0d696bd5e4860cbd214f20a0,0.0002571630626819752
0x04f42d7b12de8b4b3c5995d0ecfe50c2e62f8f26,0.0002553508013458363
0x64100b3f4386d7e7a30ab6f0c4a2e4f19273e25d,0.0002527958277980551
0x23c98b17743ef687cbab84cef9eca52d4934455a,0.0002496277549371977
0xc48da0b07004c361081eeea3903d049271c8c81a,0.00024661556014137295
0x54b1f3539f0a6008a4acde6a7272929d5b232b36,0.00023385952359045734
0x477ab1c1f81884507e0b1afbdf48a9307ef94c17,0.0002259779677992092
0x00600423c03ec4b46f9b8a28c66d42bdd1b19c36,0.00022539058671702922
0x710da7a06b0c66a18fed27dfa53d937c69ed3b2c,0.00022153119650281247
0x6cea9591a430f52f735ec6f90f1e30062b3277f8,0.00021646252652536433
0xfbe9e85d3b150f4aceb6f73dc727e73b83c013d1,0.00021402561463837084
0x74a71fdc4a06ccfe3fcf0583d61d7cb8a84e1f30,0.00021174181043223395
0x0199a36c4a248b718aeb768dbde1015a268a2e26,0.00020977873822307437
0x2bb3dff86c9945de2e973feca46f57b2ba11d6a8,0.00020925447252702933
0x66af9f5c9dc1f4219055f93cb8667c806b45cdcb,0.0002088569088524099
0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,0.00038337472308963333
0xd4989a4ff3584a4def66b91ce7a18cfc3ec39f88,0.0002077495642034345
0xb3130374575ea9e2c6f2c67e0e77c2e08dc12e79,0.00020356601573909207
0xefca89f5d2ad9fb8f50710b835396b197beca354,0.00020166408814800054
0x5cb32e9cdc09866020a3cc13353c72655b0eb91a,0.00020109566485883586
0xf4d33cc1abe727bcbfe3f41343be17390082bcef,0.00019533852151710007
0x10194e626c04edc242171889eb610504b63acf97,0.0001910387897262662
0x26c20eb24c7b0a15969ddd0407ae3031fbbf5dd8,0.0001901099863274368
0xaa0a5e71b8cf79cbcdb5c49dfd5c42d3b15c2b4a,0.00018760231545876294
0x8e3167d6ad6fda43392c5f54e48b478e0f95f18e,0.0001865957833323731
0xbf675c80540111a310b06e1482f9127ef4e7469a,0.00018353932435170324
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.00018542367934800202
0xf10afa93cce769dcad58e5b26604bda2962785da,0.0001772405787841072
0xd66ca3b03a96589b88d84a8ddcee27671bdb1923,0.0001921065342677135
0xa150fe04858b662e45c8ef5b6bad08d97b3bc02b,0.0001768520886516928
0xe89bd48a519706e599e6c3e8fa41b89ef13e3979,0.0001752361518711426
0xf87c0f61b5d35142cd8e8a5693ae585ea459d7e1,0.0001720646035491067
0x880f49ff1f3b1c4f2b41fe9704d4f219b85d975d,0.00017040713051716955
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0.00018107745634987155
0x2cb8132e3e51b802ad7c0d36dee4aee66a1c75c4,0.00016922490179351488
0x8f1585c03534fdf95128501e5042043e5f1b1582,0.00016587635931555652
0x34cd95e5151a65861d7a14f1ea3db594f6d58b01,0.00016548472757535324
0x7fcde865468faa43c4f2dba631326787e1dbda8f,0.00016383518287061373
0x51d86789e16a45a73a4e776a3b688af55464b5cc,0.00016284555003407176
0x858b5839ef4a60fc06fef98d3b12727c3219aace,0.00015994523798565472
0x484ed231c90f578677ac1e0ce9acc85301460382,0.00015847983910473236
0x1b3fb1e522f31acba0b739e4254f197802fe1cbe,0.00015780061895131076
0xae6811a6d250c6e1a2bc1c664770cf7c6c654f6b,0.00015633593741767236
0x9346cede9df658a9652da8abbedf7be2c45fd819,0.000155066394410516
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0.00017178093469746096
0x40bd6741577aa43e2c508c9762a868927da71a7a,0.0001542219300472606
0xa4da0f347c6abe0e8bc71b5981fd92b364eda4c2,0.00015351880772891097
0x00000000219ab540356cbb839cbe05303d7705fa,0.00015337903763674174
0xa6edc956290b7ce416c5d8edc67e1c32506fe099,0.00015243255620998305
0x722122df12d4e14e13ac3b6895a86e84145b6967,0.0001608340655329102
